digit_ratio,sensitive_word_count,url_length,entropy_relative_nan,domain_length,status
1.761186010507996,-0.3413157057333581,-0.7618013345816622,0.6789302259542291,-0.9371226301071947,1
0.337858836784297,-0.3413157057333581,-0.0202574417265874,-0.47029828500931664,-0.7515570073062897,0
-0.5946658632415747,-0.3413157057333581,-0.2915539878930782,0.7262498805493595,0.26905391809868756,0
0.3900802199857458,-0.3413157057333581,1.1553609249948726,-0.7846485636229258,0.4546195408995925,0
-0.5946658632415747,-0.3413157057333581,-0.5809369704706684,0.6789302259542291,-0.10207732750312234,0
-0.5946658632415747,1.668595946266788,-0.18303536942648188,0.7356707828795535,-0.5659913845053847,1
-0.5946658632415747,-0.3413157057333581,-0.4362454791818733,-0.5531438155406234,-0.3804257617044798,1
-0.5946658632415747,-0.3413157057333581,-0.4905047884151714,0.67495096004525,0.36183672949914003,0
-0.5946658632415747,-0.3413157057333581,-0.5447640976484696,-0.6731623794993713,0.1762711066982351,0
-0.5946658632415747,-0.3413157057333581,-0.6171098432928671,0.6789302259542291,-0.2876429503040273,0
0.5385287089417631,-0.3413157057333581,0.3233848500843009,-1.187166971090065,-0.2876429503040273,0
-0.26062716472484454,-0.3413157057333581,0.1063476131511083,0.5029335970974435,-1.0299054415076472,0
-0.5946658632415747,-0.3413157057333581,-0.7437148981705628,0.6789302259542291,-0.9371226301071947,0
-0.5946658632415747,-0.3413157057333581,-0.20112180583758127,0.709373627481338,-0.10207732750312234,0
-0.5946658632415747,-0.3413157057333581,-0.47241835200407206,0.7262498805493595,-0.3804257617044798,0
-0.5946658632415747,-0.3413157057333581,-0.3819861699485751,-0.6731623794993713,0.9185335979018548,1
1.6433934168205175,-0.3413157057333581,-0.3819861699485751,0.7262498805493595,0.36183672949914003,1
-0.5946658632415747,-0.3413157057333581,-0.23729467865978002,0.67495096004525,0.26905391809868756,0
0.044779645347594495,-0.3413157057333581,-0.47241835200407206,0.7479794836402684,0.6401851637004975,1
1.5200358187068588,3.6785075982669344,1.1915337978170715,-3.1347330967019595,2.681407014510452,1
-0.48909702927638166,-0.3413157057333581,0.8117186331839843,-0.12284625144398155,0.36183672949914003,0
0.010215023261693507,-0.3413157057333581,0.232952668028804,-1.6362461244509032,-0.6587741959058372,0
-0.5946658632415747,-0.3413157057333581,-0.11068962378208433,-0.9548142211891111,0.6401851637004975,0
-0.5946658632415747,-0.3413157057333581,-0.562850534059569,0.6789302259542291,-0.009294516102669863,0
0.10472766177782912,-0.3413157057333581,-0.5266776612373701,0.67495096004525,-0.2876429503040273,1
-0.5946658632415747,1.668595946266788,-0.0021710053154880143,0.7250084539390714,-0.6587741959058372,1
-0.5946658632415747,-0.3413157057333581,0.3233848500843009,-2.4769437916767765,0.9185335979018548,1
-0.20879357357569672,-0.3413157057333581,-0.05643031454878617,-1.1085781004438935,-0.009294516102669863,1
-0.5946658632415747,-0.3413157057333581,-0.47241835200407206,0.7262498805493595,-0.2876429503040273,1
-0.2749431089469901,-0.3413157057333581,0.16060692238440646,0.31394572637803964,-0.47320857310493225,1
-0.5946658632415747,-0.3413157057333581,0.26912554085100276,-2.5251375303858143,-0.47320857310493225,1
-0.5946658632415747,-0.3413157057333581,-0.5447640976484696,0.6789302259542291,0.1762711066982351,0
1.536819165388989,-0.3413157057333581,-0.3458132971263763,0.7938655298328778,-0.5659913845053847,0
-0.5946658632415747,-0.3413157057333581,-0.7256284617594634,0.6789302259542291,-0.8443398187067421,0
1.6783630930714877,-0.3413157057333581,0.05208830391781014,-1.3457358905625574,-0.6587741959058372,0
-0.5946658632415747,-0.3413157057333581,-0.41815904277077387,0.6789302259542291,0.547402352300045,0
0.337858836784297,-0.3413157057333581,-0.0202574417265874,0.05560643928854603,0.08348829529778261,1
-0.5946658632415747,-0.3413157057333581,0.05208830391781014,0.709373627481338,-0.10207732750312234,0
0.5629510057560592,-0.3413157057333581,1.5170896532168603,-1.2763954902724146,0.36183672949914003,1
3.251998524365147,-0.3413157057333581,0.05208830391781014,0.7262498805493595,-0.3804257617044798,1
-0.5946658632415747,-0.3413157057333581,-0.7798877709927616,0.8654994371470769,-1.1226882529080995,0
-0.5946658632415747,-0.3413157057333581,-0.5266776612373701,0.6789302259542291,0.1762711066982351,0
0.26612616755153773,-0.3413157057333581,1.2457931070503696,-2.511787406106349,0.9185335979018548,1
-0.19501242037334396,-0.3413157057333581,0.41381703213979787,-0.7943722045310777,-0.3804257617044798,0
2.8739130947882368,1.668595946266788,3.795980641015383,-1.740526791529319,-0.10207732750312234,1
0.5629510057560592,-0.3413157057333581,-0.5809369704706684,0.6789302259542291,-0.10207732750312234,1
0.4783762573361407,-0.3413157057333581,0.2148662316177046,-0.0679830892791203,-0.3804257617044798,0
-0.5946658632415747,-0.3413157057333581,-0.6351962797039665,0.67495096004525,-0.2876429503040273,0
1.0039479082313483,-0.3413157057333581,-0.3458132971263763,-0.5681445724022314,1.1968820321032123,1
-0.40816092323640035,-0.3413157057333581,-0.0202574417265874,-1.2284928941674806,-0.47320857310493225,1
0.6487004034595876,3.6785075982669344,1.173447361405972,-3.1347330967019595,2.681407014510452,1
-0.5946658632415747,-0.3413157057333581,-0.5809369704706684,0.6789302259542291,-0.10207732750312234,0
-0.5147351746679285,3.6785075982669344,1.4266574711613635,-0.008683161202913799,-0.7515570073062897,1
-0.5946658632415747,-0.3413157057333581,-0.7256284617594634,0.6789302259542291,-0.7515570073062897,0
-0.5946658632415747,-0.3413157057333581,-0.7798877709927616,0.8654994371470769,-1.1226882529080995,0
-0.5946658632415747,-0.3413157057333581,-0.36389973353747573,0.7938655298328778,-0.47320857310493225,1
-0.5946658632415747,-0.3413157057333581,-0.5266776612373701,0.6789302259542291,0.26905391809868756,0
-0.5946658632415747,-0.3413157057333581,-0.6532827161150659,0.6895925548947119,-0.2876429503040273,0
-0.20879357357569672,-0.3413157057333581,-0.05643031454878617,0.7356707828795535,1.7535789005059272,1
-0.5946658632415747,-0.3413157057333581,-0.2734675514819788,-0.5612214948529448,0.1762711066982351,0
-0.5946658632415747,-0.3413157057333581,-0.21920824224868063,-0.5681445724022314,-0.47320857310493225,0
-0.5946658632415747,-0.3413157057333581,0.3595577229064997,-0.21439839349527634,-0.10207732750312234,1
2.2679680996285434,-0.3413157057333581,0.44998990496199665,0.7563341200643219,-0.3804257617044798,1
-0.5946658632415747,-0.3413157057333581,-0.3458132971263763,-0.40537264229893777,1.1040992207027598,0
3.3760844723524603,-0.3413157057333581,0.01591543109561137,1.0884490168828393,-1.0299054415076472,1
0.4044677439290022,-0.3413157057333581,-0.09260318737098494,-0.4829725451757613,1.4752304663045697,1
-0.5946658632415747,-0.3413157057333581,-0.6532827161150659,0.6789302259542291,-0.3804257617044798,0
0.6842251539367636,-0.3413157057333581,-0.47241835200407206,0.6895925548947119,0.547402352300045,1
-0.5946658632415747,-0.3413157057333581,-0.8160606438149604,0.6895925548947119,-1.1226882529080995,0
1.0039479082313483,-0.3413157057333581,-0.5990234068817677,0.6789302259542291,-0.19486013890357481,1
-0.5946658632415747,-0.3413157057333581,0.07017474032890952,0.22137278862406082,-0.8443398187067421,1
-0.5946658632415747,-0.3413157057333581,-0.6713691525261652,0.6789302259542291,-0.5659913845053847,0
-0.5946658632415747,-0.3413157057333581,-0.36389973353747573,0.709373627481338,-0.47320857310493225,1
-0.017846461163715903,-0.3413157057333581,0.6489407054840899,-2.972550816032709,-0.9371226301071947,1
-0.5946658632415747,-0.3413157057333581,-0.6894555889372647,0.67495096004525,-0.6587741959058372,0
